41 0 8 #Rotation x y z
400.9 120.3 -306.0 #Center of root x y z
689 393 200 #Dimension of raw data set x y z
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
21 346.8549804688 107.8791503906 123 9 10 {7} "RGBColor[0.322176, 0.116969, 0.65494]" 7 "{7, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
21 380.6657714844 99.3843994141 130 122 10 {7} "RGBColor[0.322176, 0.116969, 0.65494]" 7 "{7, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 1
22 317.9223632813 115.9533691406 123 9 10 {7} "RGBColor[0.794783, 0.720987, 0.260747]" 7 "{7, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
22 301.9421386719 110.8228759766 127 115 10 {7} "RGBColor[0.794783, 0.720987, 0.260747]" 7 "{7, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
34 380.6657714844 100.0572509766 124 123 10 "{7, 21}" "RGBColor[0.430141, 0.111035, 0.562393]" 7 "{7, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
34 376.4604492188 100.8142089844 120 188 10 "{7, 21}" "RGBColor[0.430141, 0.111035, 0.562393]" 7 "{7, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 0
35 375.9558105469 103.4215087891 131 123 10 "{7, 21}" "RGBColor[0.48332, 0.719811, 0.476563]" 7 "{7, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
35 389.9174804688 99.4685058594 131 201 10 "{7, 21}" "RGBColor[0.48332, 0.719811, 0.476563]" 7 "{7, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
80 400.6831054688 98.1228027344 131 202 10 "{7, 21, 35}" "RGBColor[0.854631, 0.67726, 0.239689]" 7 "{7, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
80 423.5600585938 97.4499511719 131 281 10 "{7, 21, 35}" "RGBColor[0.854631, 0.67726, 0.239689]" 7 "{7, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
81 381.8432617188 100.1413574219 131 202 10 "{7, 21, 35}" "RGBColor[0.322689, 0.607146, 0.710783]" 7 "{7, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
81 369.7319335938 101.4870605469 130 273 10 "{7, 21, 35}" "RGBColor[0.322689, 0.607146, 0.710783]" 7 "{7, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
95 367.7133789063 98.1228027344 118 189 10 "{7, 21, 34}" "RGBColor[0.869705, 0.656249, 0.233258]" 7 "{7, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
95 363.6762695313 94.7585449219 116 252 10 "{7, 21, 34}" "RGBColor[0.869705, 0.656249, 0.233258]" 7 "{7, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 0
96 387.2260742188 99.4685058594 118 189 10 "{7, 21, 34}" "RGBColor[0.85998, 0.673352, 0.237807]" 7 "{7, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
96 412.1215820313 98.1228027344 113 256 10 "{7, 21, 34}" "RGBColor[0.85998, 0.673352, 0.237807]" 7 "{7, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 0
99 294.3725585938 112.2526855469 123 116 10 "{7, 22}" "RGBColor[0.25992, 0.208961, 0.753203]" 7 "{7, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
99 298.4096679688 110.2341308594 121 176 10 "{7, 22}" "RGBColor[0.25992, 0.208961, 0.753203]" 7 "{7, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
