92;0;16;#Rotation;x;y;z;;;;;;;
315.6;117.3;-130.8;#Center;of;root;x;y;z;;;;;
682;406;130;#Dimension;of;raw;data;set;x;y;z;;;
ObjectID;X;Y;Z;Timepoint;Radius;Precursors;Color;Lineage;TrackID;TrackColor;TrackGroup;Layer;DivisionType
122;279.3935546875;185.3823242188;57;168;10;{4, 102, 103};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;0
123;287.3857421875;180.7202148438;57;169;10;{4, 102, 103, 122};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
123;294.0458984375;195.3725585938;61;221;10;{4, 102, 103, 122};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
124;268.7373046875;188.7124023438;57;169;10;{4, 102, 103, 122};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
124;266.7392578125;195.3725585938;57;222;10;{4, 102, 103, 122};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
125;266.7392578125;184.0502929688;57;223;10;{4, 102, 103, 122, 124};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
125;259.4130859375;210.6909179688;60;350;10;{4, 102, 103, 122, 124};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
126;272.7333984375;202.6987304688;57;223;10;{4, 102, 103, 122, 124};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
126;270.0693359375;216.0190429688;55;286;10;{4, 102, 103, 122, 124};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
127;272.7333984375;209.3588867188;53;287;10;{4, 102, 103, 122, 124, 126};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
127;274.0654296875;211.3569335938;48;350;10;{4, 102, 103, 122, 124, 126};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
128;267.4052734375;224.0112304688;57;287;10;{4, 102, 103, 122, 124, 126};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
128;264.0751953125;234.0014648438;62;350;10;{4, 102, 103, 122, 124, 126};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
129;292.0478515625;187.3803710938;61;222;10;{4, 102, 103, 122, 123};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
129;288.7177734375;208.6928710938;65;307;10;{4, 102, 103, 122, 123};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
130;297.3759765625;204.0307617188;61;222;10;{4, 102, 103, 122, 123};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
130;292.7138671875;226.0092773438;64;286;10;{4, 102, 103, 122, 123};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
131;296.7099609375;223.3452148438;61;287;10;{4, 102, 103, 122, 123, 130};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
131;300.0400390625;232.0034179688;58;350;10;{4, 102, 103, 122, 123, 130};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
132;287.3857421875;230.0053710938;66;287;10;{4, 102, 103, 122, 123, 130};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
132;288.7177734375;241.3276367188;73;350;10;{4, 102, 103, 122, 123, 130};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
133;292.0478515625;202.6987304688;61;308;10;{4, 102, 103, 122, 123, 129};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
133;296.0439453125;210.6909179688;60;350;10;{4, 102, 103, 122, 123, 129};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
134;284.0556640625;212.0229492188;68;308;10;{4, 102, 103, 122, 123, 129};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
134;284.0556640625;220.6811523438;70;350;10;{4, 102, 103, 122, 123, 129};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
135;282.7236328125;156.7436523438;59;179;10;{4, 102, 103, 121};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
135;286.0537109375;176.7241210938;61;319;10;{4, 102, 103, 121};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
136;261.4111328125;163.4038085938;59;179;10;{4, 102, 103, 121};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
136;259.4130859375;176.7241210938;64;251;10;{4, 102, 103, 121};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
137;258.7470703125;170.7299804688;64;252;10;{4, 102, 103, 121, 136};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
137;254.0849609375;166.7338867188;63;342;10;{4, 102, 103, 121, 136};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;2
138;263.4091796875;184.0502929688;64;252;10;{4, 102, 103, 121, 136};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
138;260.7451171875;184.7163085938;64;319;10;{4, 102, 103, 121, 136};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
139;253.4189453125;184.7163085938;62;320;10;{4, 102, 103, 121, 136, 138};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
139;252.0869140625;188.7124023438;63;350;10;{4, 102, 103, 121, 136, 138};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
140;268.0712890625;185.3823242188;66;320;10;{4, 102, 103, 121, 136, 138};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
140;272.0673828125;191.3764648438;68;350;10;{4, 102, 103, 121, 136, 138};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
141;252.7529296875;168.0659179688;61;343;10;{4, 102, 103, 121, 136, 137};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
141;252.7529296875;167.3999023438;59;350;10;{4, 102, 103, 121, 136, 137};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
142;252.7529296875;168.0659179688;65;343;10;{4, 102, 103, 121, 136, 137};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
142;254.0849609375;166.0678710938;66;350;10;{4, 102, 103, 121, 136, 137};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
143;328.0126953125;146.0874023438;51;71;10;{4, 101};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
143;338.0029296875;137.4291992188;57;140;10;{4, 101};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;0
144;336.0048828125;160.0737304688;51;71;10;{4, 101};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
144;337.3369140625;167.3999023438;53;130;10;{4, 101};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;0
145;345.3291015625;160.0737304688;53;131;10;{4, 101, 144};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
145;351.9892578125;164.0698242188;55;180;10;{4, 101, 144};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
146;328.0126953125;168.7319335938;53;131;10;{4, 101, 144};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
146;321.3525390625;174.7260742188;53;180;10;{4, 101, 144};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
147;321.3525390625;169.3979492188;53;181;10;{4, 101, 144, 146};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
147;328.0126953125;198.7026367188;59;241;10;{4, 101, 144, 146};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
148;324.6826171875;182.7182617188;53;181;10;{4, 101, 144, 146};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
148;328.0126953125;198.7026367188;51;262;10;{4, 101, 144, 146};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
149;324.6826171875;191.3764648438;48;263;10;{4, 101, 144, 146, 148};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
149;319.3544921875;198.7026367188;44;350;10;{4, 101, 144, 146, 148};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
150;330.6767578125;206.0288085938;52;263;10;{4, 101, 144, 146, 148};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
150;328.6787109375;214.6870117188;51;350;10;{4, 101, 144, 146, 148};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
151;326.0146484375;190.7104492188;59;242;10;{4, 101, 144, 146, 147};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
151;322.6845703125;199.3686523438;60;339;10;{4, 101, 144, 146, 147};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
152;330.0107421875;208.0268554688;59;242;10;{4, 101, 144, 146, 147};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
152;328.0126953125;221.3471679688;65;321;10;{4, 101, 144, 146, 147};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
153;327.3466796875;219.3491210938;61;322;10;{4, 101, 144, 146, 147, 152};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
153;328.0126953125;226.0092773438;60;350;10;{4, 101, 144, 146, 147, 152};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
154;326.0146484375;227.3413085938;69;322;10;{4, 101, 144, 146, 147, 152};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
154;335.3388671875;231.3374023438;71;350;10;{4, 101, 144, 146, 147, 152};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
155;321.3525390625;194.7065429688;58;340;10;{4, 101, 144, 146, 147, 151};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
155;321.3525390625;193.3745117188;55;350;10;{4, 101, 144, 146, 147, 151};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
156;326.0146484375;206.6948242188;61;340;10;{4, 101, 144, 146, 147, 151};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
156;329.3447265625;208.0268554688;64;350;10;{4, 101, 144, 146, 147, 151};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
157;352.6552734375;172.7280273438;54;181;10;{4, 101, 144, 145};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
157;368.6396484375;181.3862304688;61;238;10;{4, 101, 144, 145};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;0
158;353.3212890625;154.7456054688;57;181;10;{4, 101, 144, 145};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
158;363.9775390625;170.7299804688;62;268;10;{4, 101, 144, 145};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
159;373.3017578125;165.4018554688;60;269;10;{4, 101, 144, 145, 158};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
159;374.6337890625;172.7280273438;60;350;10;{4, 101, 144, 145, 158};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
160;358.6494140625;175.3920898438;65;269;10;{4, 101, 144, 145, 158};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
160;353.9873046875;186.0483398438;63;350;10;{4, 101, 144, 145, 158};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
161;347.3271484375;136.0971679688;57;141;10;{4, 101, 143};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
161;357.9833984375;135.4311523438;61;204;10;{4, 101, 143};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;0
162;325.3486328125;143.4233398438;57;141;10;{4, 101, 143};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
162;319.3544921875;150.0834960938;61;198;10;{4, 101, 143};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
163;318.0224609375;138.7612304688;61;199;10;{4, 101, 143, 162};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
163;315.3583984375;154.0795898438;69;350;10;{4, 101, 143, 162};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
164;320.6865234375;156.7436523438;61;199;10;{4, 101, 143, 162};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
164;323.3505859375;174.7260742188;65;253;10;{4, 101, 143, 162};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;0
165;331.3427734375;172.0620117188;65;254;10;{4, 101, 143, 162, 164};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
165;330.0107421875;178.0561523438;67;319;10;{4, 101, 143, 162, 164};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
166;316.0244140625;178.7221679688;65;254;10;{4, 101, 143, 162, 164};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
166;312.0283203125;179.3881835938;65;325;10;{4, 101, 143, 162, 164};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;2
167;334.6728515625;181.3862304688;64;320;10;{4, 101, 143, 162, 164, 165};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
167;334.0068359375;189.3784179688;61;350;10;{4, 101, 143, 162, 164, 165};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
168;326.0146484375;174.0600585938;69;320;10;{4, 101, 143, 162, 164, 165};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
168;326.0146484375;176.7241210938;69;350;10;{4, 101, 143, 162, 164, 165};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
169;312.6943359375;184.0502929688;62;326;10;{4, 101, 143, 162, 164, 166};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
169;312.6943359375;189.3784179688;60;350;10;{4, 101, 143, 162, 164, 166};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
170;308.6982421875;175.3920898438;68;326;10;{4, 101, 143, 162, 164, 166};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
170;310.0302734375;182.7182617188;68;350;10;{4, 101, 143, 162, 164, 166};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 2, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
171;368.6396484375;128.7709960938;61;205;10;{4, 101, 143, 161};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
171;369.9716796875;142.0913085938;62;289;10;{4, 101, 143, 161};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
172;349.3251953125;136.7631835938;61;205;10;{4, 101, 143, 161};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
172;349.3251953125;152.0815429688;64;272;10;{4, 101, 143, 161};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
173;345.9951171875;145.4213867188;64;273;10;{4, 101, 143, 161, 172};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
173;338.6689453125;144.0893554688;63;350;10;{4, 101, 143, 161, 172};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
174;355.3193359375;158.7416992188;64;273;10;{4, 101, 143, 161, 172};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
174;349.3251953125;167.3999023438;59;350;10;{4, 101, 143, 161, 172};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
175;367.9736328125;134.0991210938;62;290;10;{4, 101, 143, 161, 171};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
175;364.6435546875;134.0991210938;60;350;10;{4, 101, 143, 161, 171};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
176;373.3017578125;148.7514648438;62;290;10;{4, 101, 143, 161, 171};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
176;372.6357421875;152.0815429688;60;350;10;{4, 101, 143, 161, 171};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
177;282.0576171875;167.3999023438;61;320;10;{4, 102, 103, 121, 135};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
