ID Time CellCorners
198 200 0,-0.50708,0,-0.0866625,-0.503742,0,-0.148956,-0.475895,0,-0.149633,-0.458601,0,-0.146915,-0.408371,0,-0.00193197,-0.410115,0
197 200 -0.146915,-0.408371,0,-0.149406,-0.386213,0,-0.144821,-0.322925,0,-0.144632,-0.321568,0,0.00672584,-0.321582,0,0.00819602,-0.348708,0,-0.00193197,-0.410115,0
196 200 0.244704,-0.41136,0,0.245081,-0.402098,0,0.330878,-0.410595,0,0.334487,-0.479676,0,0.250519,-0.486784,0
195 200 0.334487,-0.479676,0,0.33946,-0.513534,0,0.336658,-0.584686,0,0.259668,-0.540643,0,0.249857,-0.523012,0,0.250519,-0.486784,0
194 200 -0.979493,-0.909969,0,-0.780386,-0.79711,0,-0.746737,-0.810262,0,-0.713766,-1.02345,0,-0.722294,-1.04726,0,-0.966205,-1.01794,0
193 200 -0.722294,-1.04726,0,-0.765,-1.33,0,-1.00913,-1.33,0,-0.966205,-1.01794,0
192 200 -0.257586,-1.33,0,-0.5,-1.33,0,-0.467574,-1.10705,0,-0.261498,-1.12695,0
191 200 -0.467574,-1.10705,0,-0.4702,-1.05287,0,-0.281418,-0.956812,0,-0.24705,-1.0033,0,-0.243811,-1.04545,0,-0.261498,-1.12695,0
190 200 0.331316,-0.280564,0,0.238854,-0.251208,0,0.237364,-0.242088,0,0.231045,-0.159099,0,0.331014,-0.161182,0
189 200 0.231045,-0.159099,0,0.230063,-0.15273,0,0.227691,-0.0723967,0,0.228442,-0.0562847,0,0.32485,-0.0728039,0,0.331804,-0.150776,0,0.331014,-0.161182,0
188 200 0.01515,-0.140356,0,0.0185857,-0.10786,0,0.135635,-0.12266,0,0.136362,-0.130462,0,0.131333,-0.184935,0,0.0163975,-0.182395,0
187 200 0.131333,-0.184935,0,0.135628,-0.244272,0,0.134074,-0.261368,0,0.0176171,-0.248957,0,0.0125185,-0.213651,0,0.0163975,-0.182395,0
186 200 0.132914,-0.356121,0,0.138505,-0.324876,0,0.238107,-0.338309,0,0.245081,-0.402098,0,0.244704,-0.41136,0,0.133555,-0.408721,0
185 200 0.244704,-0.41136,0,0.250519,-0.486784,0,0.249857,-0.523012,0,0.156727,-0.474372,0,0.127844,-0.450444,0,0.133555,-0.408721,0
184 200 0.00241713,0.0205312,0,0.00444612,0.0580079,0,0.128177,0.0567543,0,0.134604,0.0112845,0,0.133382,-0.0174586,0,0.013356,-0.0292881,0
183 200 0.133382,-0.0174586,0,0.138432,-0.0748967,0,0.135635,-0.12266,0,0.0185857,-0.10786,0,0.013356,-0.0292881,0
182 200 0.0176171,-0.248957,0,0.00672584,-0.321582,0,-0.144632,-0.321568,0,-0.155069,-0.223113,0,-0.152671,-0.210794,0,0.0125185,-0.213651,0
181 200 -0.152671,-0.210794,0,-0.150455,-0.161661,0,-0.14806,-0.145722,0,-0.065151,-0.13343,0,0.01515,-0.140356,0,0.0163975,-0.182395,0,0.0125185,-0.213651,0
180 200 -0.342026,-0.0611602,0,-0.230149,-0.0383287,0,-0.228451,-0.0668493,0,-0.230812,-0.137891,0,-0.343632,-0.133107,0
179 200 -0.230812,-0.137891,0,-0.229774,-0.153601,0,-0.236261,-0.211405,0,-0.347306,-0.249105,0,-0.349077,-0.169897,0,-0.343632,-0.133107,0
178 200 -0.14806,-0.145722,0,-0.149642,-0.058087,0,-0.142615,0.00702162,0,-0.0701813,0.00576752,0,-0.065151,-0.13343,0
177 200 -0.0701813,0.00576752,0,0.00241713,0.0205312,0,0.013356,-0.0292881,0,0.0185857,-0.10786,0,0.01515,-0.140356,0,-0.065151,-0.13343,0
176 200 0.112901,0.156726,0,0.115065,0.257768,0,0.227889,0.20547,0,0.219134,0.119356,0,0.122652,0.114339,0
175 200 0.219134,0.119356,0,0.224284,0.0527391,0,0.221988,0.00879159,0,0.134604,0.0112845,0,0.128177,0.0567543,0,0.122652,0.114339,0
174 200 0.238854,-0.251208,0,0.238691,-0.330901,0,0.238107,-0.338309,0,0.138505,-0.324876,0,0.134074,-0.261368,0,0.135628,-0.244272,0,0.237364,-0.242088,0
173 200 0.135628,-0.244272,0,0.131333,-0.184935,0,0.136362,-0.130462,0,0.230063,-0.15273,0,0.231045,-0.159099,0,0.237364,-0.242088,0
172 200 0.133555,-0.408721,0,0.127844,-0.450444,0,0,-0.50708,0,-0.00193197,-0.410115,0,0.00819602,-0.348708,0,0.132914,-0.356121,0
171 200 0.00819602,-0.348708,0,0.00672584,-0.321582,0,0.0176171,-0.248957,0,0.134074,-0.261368,0,0.138505,-0.324876,0,0.132914,-0.356121,0
170 200 0.133382,-0.0174586,0,0.134604,0.0112845,0,0.221988,0.00879159,0,0.228442,-0.0562847,0,0.227691,-0.0723967,0,0.138432,-0.0748967,0
169 200 0.227691,-0.0723967,0,0.230063,-0.15273,0,0.136362,-0.130462,0,0.135635,-0.12266,0,0.138432,-0.0748967,0
168 200 0.122652,0.114339,0,0.128177,0.0567543,0,0.00444612,0.0580079,0,-0.00199685,0.110683,0,0.00178475,0.151659,0,0.112901,0.156726,0
167 200 0.00178475,0.151659,0,0,0.28584,0,0.115065,0.257768,0,0.112901,0.156726,0
166 200 0.00444612,0.0580079,0,0.00241713,0.0205312,0,-0.0701813,0.00576752,0,-0.142615,0.00702162,0,-0.144315,0.0492603,0,-0.136033,0.112631,0,-0.00199685,0.110683,0
165 200 -0.136033,0.112631,0,-0.137872,0.249187,0,0,0.28584,0,0.00178475,0.151659,0,-0.00199685,0.110683,0
164 200 -0.152671,-0.210794,0,-0.155069,-0.223113,0,-0.23529,-0.239216,0,-0.236261,-0.211405,0,-0.229774,-0.153601,0,-0.150455,-0.161661,0
163 200 -0.229774,-0.153601,0,-0.230812,-0.137891,0,-0.228451,-0.0668493,0,-0.149642,-0.058087,0,-0.14806,-0.145722,0,-0.150455,-0.161661,0
162 200 0.5,-1.33,0,0.242424,-1.33,0,0.243773,-1.15796,0,0.478702,-1.14515,0
161 200 0.243773,-1.15796,0,0.234184,-1.11199,0,0.23993,-1.06728,0,0.324354,-1.05512,0,0.47344,-1.06404,0,0.483048,-1.10203,0,0.478702,-1.14515,0
160 200 0.23993,-1.06728,0,0.230049,-1.00143,0,0.241248,-0.886325,0,0.315942,-0.885432,0,0.337289,-0.894408,0,0.324354,-1.05512,0
159 200 0.337289,-0.894408,0,0.485125,-0.934484,0,0.47344,-1.06404,0,0.324354,-1.05512,0
158 200 -0.142615,0.00702162,0,-0.149642,-0.058087,0,-0.228451,-0.0668493,0,-0.230149,-0.0383287,0,-0.224353,0.0501279,0,-0.144315,0.0492603,0
157 200 -0.224353,0.0501279,0,-0.224579,0.0521071,0,-0.227903,0.205961,0,-0.137872,0.249187,0,-0.136033,0.112631,0,-0.144315,0.0492603,0
156 200 -0.320381,-0.863283,0,-0.281418,-0.956812,0,-0.4702,-1.05287,0,-0.483075,-1.00537,0,-0.479838,-0.9076,0,-0.330654,-0.850004,0
155 200 -0.479838,-0.9076,0,-0.5,-0.782732,0,-0.425201,-0.715842,0,-0.369758,-0.781339,0,-0.330654,-0.850004,0
154 200 0.485125,-0.934484,0,0.337289,-0.894408,0,0.315942,-0.885432,0,0.340056,-0.780648,0,0.494324,-0.805802,0
153 200 0.340056,-0.780648,0,0.34328,-0.721648,0,0.368374,-0.633421,0,0.5,-0.779194,0,0.494324,-0.805802,0
152 200 -0.249842,-0.528613,0,-0.2401,-0.533757,0,-0.239345,-0.628521,0,-0.241132,-0.646987,0,-0.273842,-0.676108,0,-0.336013,-0.582861,0
151 200 -0.273842,-0.676108,0,-0.369758,-0.781339,0,-0.425201,-0.715842,0,-0.354784,-0.592175,0,-0.336013,-0.582861,0
150 200 0.457139,-0.344325,0,0.435361,-0.158285,0,0.429244,-0.00366813,0,0.697244,-0.373582,0,0.677249,-0.466503,0,0.472301,-0.425341,0
149 200 0.677249,-0.466503,0,0.635656,-0.856904,0,0.5,-0.779194,0,0.463014,-0.513497,0,0.472301,-0.425341,0
148 200 0.24459,-0.631215,0,0.259668,-0.540643,0,0.336658,-0.584686,0,0.368374,-0.633421,0,0.34328,-0.721648,0,0.245537,-0.701345,0
147 200 0.34328,-0.721648,0,0.340056,-0.780648,0,0.315942,-0.885432,0,0.241248,-0.886325,0,0.234203,-0.807749,0,0.245537,-0.701345,0
146 200 -0.746737,-0.810262,0,-0.641962,-0.779809,0,-0.5,-0.782732,0,-0.479838,-0.9076,0,-0.483075,-1.00537,0,-0.713766,-1.02345,0
145 200 -0.483075,-1.00537,0,-0.4702,-1.05287,0,-0.467574,-1.10705,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.04726,0,-0.713766,-1.02345,0
144 200 -0.488803,-0.534966,0,-0.488193,-0.578662,0,-0.5,-0.782732,0,-0.641962,-0.779809,0,-0.643622,-0.563114,0
143 200 -0.641962,-0.779809,0,-0.746737,-0.810262,0,-0.780386,-0.79711,0,-0.769401,-0.709639,0,-0.723899,-0.553844,0,-0.643622,-0.563114,0
142 200 -0.429244,-0.00189925,0,-0.437059,-0.177239,0,-0.461913,-0.388695,0,-0.631693,-0.281199,0
141 200 -0.461913,-0.388695,0,-0.461518,-0.412225,0,-0.488803,-0.534966,0,-0.643622,-0.563114,0,-0.723899,-0.553844,0,-0.69166,-0.362858,0,-0.631693,-0.281199,0
140 200 -0.330654,-0.850004,0,-0.369758,-0.781339,0,-0.273842,-0.676108,0,-0.241132,-0.646987,0,-0.224445,-0.823171,0,-0.320381,-0.863283,0
139 200 -0.224445,-0.823171,0,-0.223483,-0.829467,0,-0.24705,-1.0033,0,-0.281418,-0.956812,0,-0.320381,-0.863283,0
138 200 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.09647,0,1.1788,-0.832935,0
137 200 1.15988,-1.09647,0,0.999999,-1.14091,0,0.973021,-1.11686,0,0.89751,-0.612295,0,1.1788,-0.832935,0
136 200 0.156727,-0.474372,0,0.249857,-0.523012,0,0.259668,-0.540643,0,0.24459,-0.631215,0,0.138663,-0.610238,0
135 200 0.24459,-0.631215,0,0.245537,-0.701345,0,0.234203,-0.807749,0,0.136321,-0.755127,0,0.13479,-0.628154,0,0.138663,-0.610238,0
134 200 0.136321,-0.755127,0,0.127699,-0.755808,0,0.016277,-0.745284,0,0.00883722,-0.691111,0,0.010879,-0.621425,0,0.13479,-0.628154,0
133 200 0.010879,-0.621425,0,0,-0.50708,0,0.127844,-0.450444,0,0.156727,-0.474372,0,0.138663,-0.610238,0,0.13479,-0.628154,0
132 200 -0.108028,-0.633896,0,-0.0866625,-0.503742,0,0,-0.50708,0,0.010879,-0.621425,0,0.00883722,-0.691111,0,-0.103641,-0.702338,0
131 200 0.00883722,-0.691111,0,0.016277,-0.745284,0,0.00821838,-0.825807,0,-0.0998624,-0.801543,0,-0.109472,-0.79736,0,-0.103641,-0.702338,0
130 200 -0.2401,-0.533757,0,-0.148956,-0.475895,0,-0.0866625,-0.503742,0,-0.108028,-0.633896,0,-0.239345,-0.628521,0
129 200 -0.108028,-0.633896,0,-0.103641,-0.702338,0,-0.109472,-0.79736,0,-0.223483,-0.829467,0,-0.224445,-0.823171,0,-0.241132,-0.646987,0,-0.239345,-0.628521,0
128 200 0.00635374,-1.06391,0,0.0106671,-1.10412,0,0,-1.33,0,-0.11443,-1.33,0,-0.0932467,-1.04524,0
127 200 -0.11443,-1.33,0,-0.257586,-1.33,0,-0.261498,-1.12695,0,-0.243811,-1.04545,0,-0.122094,-1.03127,0,-0.0932467,-1.04524,0
126 200 0.75002,-1.03739,0,0.723349,-1.33,0,0.5,-1.33,0,0.478702,-1.14515,0,0.483048,-1.10203,0,0.704085,-0.98649,0
125 200 0.483048,-1.10203,0,0.47344,-1.06404,0,0.485125,-0.934484,0,0.494324,-0.805802,0,0.5,-0.779194,0,0.635656,-0.856904,0,0.704085,-0.98649,0
124 200 0.243773,-1.15796,0,0.242424,-1.33,0,0,-1.33,0,0.0106671,-1.10412,0,0.234184,-1.11199,0
123 200 0.0106671,-1.10412,0,0.00635374,-1.06391,0,0.0198354,-0.983734,0,0.125337,-0.973739,0,0.230049,-1.00143,0,0.23993,-1.06728,0,0.234184,-1.11199,0
122 200 0.00821838,-0.825807,0,0.0198354,-0.983734,0,0.00635374,-1.06391,0,-0.0932467,-1.04524,0,-0.122094,-1.03127,0,-0.0998624,-0.801543,0
121 200 -0.122094,-1.03127,0,-0.243811,-1.04545,0,-0.24705,-1.0033,0,-0.223483,-0.829467,0,-0.109472,-0.79736,0,-0.0998624,-0.801543,0
120 200 0.0198354,-0.983734,0,0.00821838,-0.825807,0,0.016277,-0.745284,0,0.127699,-0.755808,0,0.125337,-0.973739,0
119 200 0.127699,-0.755808,0,0.136321,-0.755127,0,0.234203,-0.807749,0,0.241248,-0.886325,0,0.230049,-1.00143,0,0.125337,-0.973739,0
118 200 0.5,-0.779194,0,0.368374,-0.633421,0,0.336658,-0.584686,0,0.33946,-0.513534,0,0.463014,-0.513497,0
117 200 0.33946,-0.513534,0,0.334487,-0.479676,0,0.330878,-0.410595,0,0.331826,-0.334897,0,0.333881,-0.31489,0,0.457139,-0.344325,0,0.472301,-0.425341,0,0.463014,-0.513497,0
116 200 -0.354784,-0.592175,0,-0.425201,-0.715842,0,-0.5,-0.782732,0,-0.488193,-0.578662,0,-0.357191,-0.565877,0
115 200 -0.488193,-0.578662,0,-0.488803,-0.534966,0,-0.461518,-0.412225,0,-0.357104,-0.386587,0,-0.350365,-0.466206,0,-0.357191,-0.565877,0
108 200 -0.429244,-0.00189925,0,-0.350126,0.0874456,0,-0.34388,0.0442556,0,-0.342026,-0.0611602,0,-0.343632,-0.133107,0,-0.349077,-0.169897,0,-0.437059,-0.177239,0
107 200 -0.349077,-0.169897,0,-0.347306,-0.249105,0,-0.346393,-0.291979,0,-0.355323,-0.372652,0,-0.357104,-0.386587,0,-0.461518,-0.412225,0,-0.461913,-0.388695,0,-0.437059,-0.177239,0
104 200 0.457139,-0.344325,0,0.333881,-0.31489,0,0.331316,-0.280564,0,0.331014,-0.161182,0,0.331804,-0.150776,0,0.435361,-0.158285,0
103 200 0.331804,-0.150776,0,0.32485,-0.0728039,0,0.325855,0.0492228,0,0.332855,0.1047,0,0.429244,-0.00366813,0,0.435361,-0.158285,0
86 200 -0.858498,-0.567372,0,-0.903334,-0.679947,0,-0.9926,-0.907153,0,-1.14359,-0.95856,0,-1.13291,-0.803101,0
85 200 -1.14359,-0.95856,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.13291,-0.803101,0
78 200 -0.780386,-0.79711,0,-0.979493,-0.909969,0,-0.9926,-0.907153,0,-0.903334,-0.679947,0,-0.769401,-0.709639,0
77 200 -0.903334,-0.679947,0,-0.858498,-0.567372,0,-0.69166,-0.362858,0,-0.723899,-0.553844,0,-0.769401,-0.709639,0
62 200 0.89751,-0.612295,0,0.973021,-1.11686,0,0.75002,-1.03739,0,0.704085,-0.98649,0,0.635656,-0.856904,0,0.677249,-0.466503,0,0.697244,-0.373582,0
60 200 0.973021,-1.11686,0,0.999999,-1.14091,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.03739,0
13 200 -0.966205,-1.01794,0,-1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14359,-0.95856,0,-0.9926,-0.907153,0,-0.979493,-0.909969,0
10 200 1.15988,-1.09647,0,1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.14091,0
212 201 0.330863,-0.40742,0,0.245076,-0.398814,0,0.238099,-0.334775,0,0.238682,-0.327339,0,0.331798,-0.331433,0
211 201 0.238682,-0.327339,0,0.238837,-0.247335,0,0.331275,-0.276888,0,0.333847,-0.311351,0,0.331798,-0.331433,0
210 201 -0.357077,-0.383356,0,-0.355293,-0.369366,0,-0.237237,-0.368802,0,-0.236217,-0.386472,0,-0.237935,-0.446161,0,-0.244433,-0.474064,0,-0.350353,-0.46327,0
209 201 -0.244433,-0.474064,0,-0.249842,-0.52581,0,-0.336012,-0.580333,0,-0.354782,-0.589699,0,-0.357188,-0.56331,0,-0.350353,-0.46327,0
208 201 -0.148956,-0.472812,0,-0.2401,-0.530965,0,-0.249842,-0.52581,0,-0.244433,-0.474064,0,-0.237935,-0.446161,0,-0.149633,-0.455455,0
207 201 -0.237935,-0.446161,0,-0.236217,-0.386472,0,-0.149405,-0.382794,0,-0.146914,-0.405034,0,-0.149633,-0.455455,0
206 201 0.324741,-0.0682842,0,0.228399,-0.0516213,0,0.221936,0.0137271,0,0.22422,0.0578552,0,0.325681,0.0542493,0
205 201 0.22422,0.0578552,0,0.219058,0.124753,0,0.227778,0.211227,0,0.332631,0.109954,0,0.325681,0.0542493,0
204 201 -0.347245,-0.245327,0,-0.236239,-0.207381,0,-0.235272,-0.235301,0,-0.235889,-0.291856,0,-0.346346,-0.28837,0
203 201 -0.235889,-0.291856,0,-0.233048,-0.317688,0,-0.237237,-0.368802,0,-0.355293,-0.369366,0,-0.346346,-0.28837,0
202 201 -0.235889,-0.291856,0,-0.235272,-0.235301,0,-0.155063,-0.219068,0,-0.14463,-0.317898,0,-0.144819,-0.319261,0,-0.233048,-0.317688,0
201 201 -0.144819,-0.319261,0,-0.149405,-0.382794,0,-0.236217,-0.386472,0,-0.237237,-0.368802,0,-0.233048,-0.317688,0
200 201 -0.224289,0.05523,0,-0.230101,-0.0335976,0,-0.34189,-0.0566109,0,-0.343679,0.0492453,0,-0.224515,0.0572174,0
199 201 -0.343679,0.0492453,0,-0.34988,0.0926129,0,-0.227792,0.21172,0,-0.224515,0.0572174,0
198 201 0,-0.504,0,-0.0866625,-0.500713,0,-0.148956,-0.472812,0,-0.149633,-0.455455,0,-0.146914,-0.405034,0,-0.00193197,-0.406673,0
197 201 -0.146914,-0.405034,0,-0.149405,-0.382794,0,-0.144819,-0.319261,0,-0.14463,-0.317898,0,0.00672583,-0.317805,0,0.00819602,-0.345036,0,-0.00193197,-0.406673,0
196 201 0.2447,-0.40811,0,0.245076,-0.398814,0,0.330863,-0.40742,0,0.33448,-0.476764,0,0.250517,-0.483821,0
195 201 0.33448,-0.476764,0,0.339455,-0.510751,0,0.336657,-0.582156,0,0.259667,-0.537885,0,0.249856,-0.520182,0,0.250517,-0.483821,0
194 201 -0.979464,-0.909225,0,-0.780361,-0.795794,0,-0.746727,-0.808939,0,-0.713766,-1.02266,0,-0.722294,-1.04655,0,-0.966205,-1.01739,0
193 201 -0.722294,-1.04655,0,-0.765,-1.33,0,-1.00913,-1.33,0,-0.966205,-1.01739,0
192 201 -0.257586,-1.33,0,-0.5,-1.33,0,-0.467574,-1.10638,0,-0.261498,-1.12628,0
191 201 -0.467574,-1.10638,0,-0.4702,-1.05203,0,-0.281418,-0.955549,0,-0.24705,-1.00218,0,-0.243811,-1.04449,0,-0.261498,-1.12628,0
190 201 0.331275,-0.276888,0,0.238837,-0.247335,0,0.237346,-0.238179,0,0.231018,-0.154854,0,0.330936,-0.157029,0
189 201 0.231018,-0.154854,0,0.230035,-0.148459,0,0.227652,-0.0677984,0,0.228399,-0.0516213,0,0.324741,-0.0682842,0,0.331722,-0.146581,0,0.330936,-0.157029,0
188 201 0.01515,-0.13588,0,0.0185856,-0.103258,0,0.135627,-0.118197,0,0.136355,-0.12603,0,0.131328,-0.180716,0,0.0163975,-0.178084,0
187 201 0.131328,-0.180716,0,0.135624,-0.240289,0,0.134071,-0.257451,0,0.0176171,-0.244906,0,0.0125184,-0.209459,0,0.0163975,-0.178084,0
186 201 0.132913,-0.352569,0,0.138503,-0.321208,0,0.238099,-0.334775,0,0.245076,-0.398814,0,0.2447,-0.40811,0,0.133554,-0.405369,0
185 201 0.2447,-0.40811,0,0.250517,-0.483821,0,0.249856,-0.520182,0,0.156726,-0.471285,0,0.127843,-0.447245,0,0.133554,-0.405369,0
184 201 0.00241712,0.025649,0,0.0044461,0.0632722,0,0.12816,0.0619465,0,0.134589,0.0162876,0,0.133368,-0.0125713,0,0.013356,-0.024373,0
183 201 0.133368,-0.0125713,0,0.138421,-0.0702444,0,0.135627,-0.118197,0,0.0185856,-0.103258,0,0.013356,-0.024373,0
182 201 0.0176171,-0.244906,0,0.00672583,-0.317805,0,-0.14463,-0.317898,0,-0.155063,-0.219068,0,-0.152665,-0.206699,0,0.0125184,-0.209459,0
181 201 -0.152665,-0.206699,0,-0.150446,-0.15737,0,-0.148051,-0.141365,0,-0.0651497,-0.128963,0,0.01515,-0.13588,0,0.0163975,-0.178084,0,0.0125184,-0.209459,0
180 201 -0.34189,-0.0566109,0,-0.230101,-0.0335976,0,-0.228409,-0.0622342,0,-0.230781,-0.133567,0,-0.343529,-0.128856,0
179 201 -0.230781,-0.133567,0,-0.229746,-0.149339,0,-0.236239,-0.207381,0,-0.347245,-0.245327,0,-0.348986,-0.165802,0,-0.343529,-0.128856,0
178 201 -0.148051,-0.141365,0,-0.149627,-0.0533793,0,-0.142597,0.0119987,0,-0.0701776,0.0107853,0,-0.0651497,-0.128963,0
177 201 -0.0701776,0.0107853,0,0.00241712,0.025649,0,0.013356,-0.024373,0,0.0185856,-0.103258,0,0.01515,-0.13588,0,-0.0651497,-0.128963,0
176 201 0.112882,0.162336,0,0.115037,0.263794,0,0.227778,0.211227,0,0.219058,0.124753,0,0.122632,0.11977,0
175 201 0.219058,0.124753,0,0.22422,0.0578552,0,0.221936,0.0137271,0,0.134589,0.0162876,0,0.12816,0.0619465,0,0.122632,0.11977,0
174 201 0.238837,-0.247335,0,0.238682,-0.327339,0,0.238099,-0.334775,0,0.138503,-0.321208,0,0.134071,-0.257451,0,0.135624,-0.240289,0,0.237346,-0.238179,0
173 201 0.135624,-0.240289,0,0.131328,-0.180716,0,0.136355,-0.12603,0,0.230035,-0.148459,0,0.231018,-0.154854,0,0.237346,-0.238179,0
172 201 0.133554,-0.405369,0,0.127843,-0.447245,0,0,-0.504,0,-0.00193197,-0.406673,0,0.00819602,-0.345036,0,0.132913,-0.352569,0
171 201 0.00819602,-0.345036,0,0.00672583,-0.317805,0,0.0176171,-0.244906,0,0.134071,-0.257451,0,0.138503,-0.321208,0,0.132913,-0.352569,0
170 201 0.133368,-0.0125713,0,0.134589,0.0162876,0,0.221936,0.0137271,0,0.228399,-0.0516213,0,0.227652,-0.0677984,0,0.138421,-0.0702444,0
169 201 0.227652,-0.0677984,0,0.230035,-0.148459,0,0.136355,-0.12603,0,0.135627,-0.118197,0,0.138421,-0.0702444,0
168 201 0.122632,0.11977,0,0.12816,0.0619465,0,0.0044461,0.0632722,0,-0.00199684,0.116156,0,0.00178475,0.157293,0,0.112882,0.162336,0
167 201 0.00178475,0.157293,0,0,0.292,0,0.115037,0.263794,0,0.112882,0.162336,0
166 201 0.0044461,0.0632722,0,0.00241712,0.025649,0,-0.0701776,0.0107853,0,-0.142597,0.0119987,0,-0.144293,0.0544092,0,-0.136009,0.118045,0,-0.00199684,0.116156,0
165 201 -0.136009,0.118045,0,-0.137832,0.25517,0,0,0.292,0,0.00178475,0.157293,0,-0.00199684,0.116156,0
164 201 -0.152665,-0.206699,0,-0.155063,-0.219068,0,-0.235272,-0.235301,0,-0.236239,-0.207381,0,-0.229746,-0.149339,0,-0.150446,-0.15737,0
163 201 -0.229746,-0.149339,0,-0.230781,-0.133567,0,-0.228409,-0.0622342,0,-0.149627,-0.0533793,0,-0.148051,-0.141365,0,-0.150446,-0.15737,0
162 201 0.5,-1.33,0,0.242424,-1.33,0,0.243773,-1.15739,0,0.478702,-1.1446,0
161 201 0.243773,-1.15739,0,0.234184,-1.11126,0,0.23993,-1.0664,0,0.324354,-1.05422,0,0.47344,-1.06324,0,0.483048,-1.10135,0,0.478702,-1.1446,0
160 201 0.23993,-1.0664,0,0.230049,-1.0003,0,0.241248,-0.884792,0,0.315942,-0.883937,0,0.337289,-0.892956,0,0.324354,-1.05422,0
159 201 0.337289,-0.892956,0,0.485125,-0.933263,0,0.47344,-1.06324,0,0.324354,-1.05422,0
158 201 -0.142597,0.0119987,0,-0.149627,-0.0533793,0,-0.228409,-0.0622342,0,-0.230101,-0.0335976,0,-0.224289,0.05523,0,-0.144293,0.0544092,0
157 201 -0.224289,0.05523,0,-0.224515,0.0572174,0,-0.227792,0.21172,0,-0.137832,0.25517,0,-0.136009,0.118045,0,-0.144293,0.0544092,0
156 201 -0.320381,-0.861708,0,-0.281418,-0.955549,0,-0.4702,-1.05203,0,-0.483075,-1.00438,0,-0.479838,-0.906282,0,-0.330654,-0.848389,0
155 201 -0.479838,-0.906282,0,-0.5,-0.781037,0,-0.425201,-0.713856,0,-0.369758,-0.779515,0,-0.330654,-0.848389,0
154 201 0.485125,-0.933263,0,0.337289,-0.892956,0,0.315942,-0.883937,0,0.340056,-0.7788,0,0.494324,-0.804168,0
153 201 0.340056,-0.7788,0,0.34328,-0.719599,0,0.368374,-0.631092,0,0.5,-0.777481,0,0.494324,-0.804168,0
152 201 -0.249842,-0.52581,0,-0.2401,-0.530965,0,-0.239345,-0.626065,0,-0.241132,-0.644596,0,-0.273842,-0.673846,0,-0.336012,-0.580333,0
151 201 -0.273842,-0.673846,0,-0.369758,-0.779515,0,-0.425201,-0.713856,0,-0.354782,-0.589699,0,-0.336012,-0.580333,0
150 201 0.457046,-0.341022,0,0.43516,-0.154219,0,0.428889,0.00103705,0,0.696589,-0.370735,0,0.676955,-0.463936,0,0.472238,-0.422364,0
149 201 0.676955,-0.463936,0,0.635656,-0.85557,0,0.5,-0.777481,0,0.462989,-0.510838,0,0.472238,-0.422364,0
148 201 0.24459,-0.628769,0,0.259667,-0.537885,0,0.336657,-0.582156,0,0.368374,-0.631092,0,0.34328,-0.719599,0,0.245537,-0.699147,0
147 201 0.34328,-0.719599,0,0.340056,-0.7788,0,0.315942,-0.883937,0,0.241248,-0.884792,0,0.234203,-0.805927,0,0.245537,-0.699147,0
146 201 -0.746727,-0.808939,0,-0.641959,-0.778265,0,-0.5,-0.781037,0,-0.479838,-0.906282,0,-0.483075,-1.00438,0,-0.713766,-1.02266,0
145 201 -0.483075,-1.00438,0,-0.4702,-1.05203,0,-0.467574,-1.10638,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.04655,0,-0.713766,-1.02266,0
144 201 -0.488773,-0.532426,0,-0.488176,-0.576277,0,-0.5,-0.781037,0,-0.641959,-0.778265,0,-0.64351,-0.560856,0
143 201 -0.641959,-0.778265,0,-0.746727,-0.808939,0,-0.780361,-0.795794,0,-0.769315,-0.708043,0,-0.723655,-0.551663,0,-0.64351,-0.560856,0
142 201 -0.428889,0.00281483,0,-0.436868,-0.173257,0,-0.461835,-0.385578,0,-0.631093,-0.277888,0
141 201 -0.461835,-0.385578,0,-0.461452,-0.409198,0,-0.488773,-0.532426,0,-0.64351,-0.560856,0,-0.723655,-0.551663,0,-0.691009,-0.359958,0,-0.631093,-0.277888,0
140 201 -0.330654,-0.848389,0,-0.369758,-0.779515,0,-0.273842,-0.673846,0,-0.241132,-0.644596,0,-0.224445,-0.821396,0,-0.320381,-0.861708,0
139 201 -0.224445,-0.821396,0,-0.223483,-0.827714,0,-0.24705,-1.00218,0,-0.281418,-0.955549,0,-0.320381,-0.861708,0
138 201 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.09625,0,1.17829,-0.832397,0
137 201 1.15988,-1.09625,0,0.999999,-1.14062,0,0.973021,-1.1165,0,0.896802,-0.610649,0,1.17829,-0.832397,0
136 201 0.156726,-0.471285,0,0.249856,-0.520182,0,0.259667,-0.537885,0,0.24459,-0.628769,0,0.138663,-0.607633,0
135 201 0.24459,-0.628769,0,0.245537,-0.699147,0,0.234203,-0.805927,0,0.136321,-0.753053,0,0.13479,-0.625611,0,0.138663,-0.607633,0
