ID Time CellCorners
150 198 0.457326,-0.350933,0,0.435763,-0.166416,0,0.429956,-0.0130785,0,0.698554,-0.379274,0,0.677836,-0.471636,0,0.472425,-0.431295,0
149 198 0.677836,-0.471636,0,0.635656,-0.859571,0,0.5,-0.782619,0,0.463065,-0.518816,0,0.472425,-0.431295,0
148 198 0.24459,-0.636107,0,0.259669,-0.546158,0,0.33666,-0.589746,0,0.368375,-0.638078,0,0.34328,-0.725746,0,0.245537,-0.705742,0
147 198 0.34328,-0.725746,0,0.340056,-0.784345,0,0.315942,-0.888423,0,0.241248,-0.889391,0,0.234203,-0.811394,0,0.245537,-0.705742,0
146 198 -0.746758,-0.812907,0,-0.641968,-0.782897,0,-0.5,-0.786121,0,-0.479838,-0.910237,0,-0.483075,-1.00736,0,-0.713766,-1.02503,0
145 198 -0.483075,-1.00736,0,-0.4702,-1.05456,0,-0.467574,-1.10839,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.04869,0,-0.713766,-1.02503,0
144 198 -0.488864,-0.540047,0,-0.488229,-0.583431,0,-0.5,-0.786121,0,-0.641968,-0.782897,0,-0.643847,-0.56763,0
143 198 -0.641968,-0.782897,0,-0.746758,-0.812907,0,-0.780435,-0.799741,0,-0.769573,-0.71283,0,-0.724387,-0.558206,0,-0.643847,-0.56763,0
142 198 -0.429956,-0.0113274,0,-0.437441,-0.185205,0,-0.462069,-0.394929,0,-0.632892,-0.287822,0
141 198 -0.462069,-0.394929,0,-0.46165,-0.418279,0,-0.488864,-0.540047,0,-0.643847,-0.56763,0,-0.724387,-0.558206,0,-0.692962,-0.368659,0,-0.632892,-0.287822,0
140 198 -0.330654,-0.853235,0,-0.369758,-0.784987,0,-0.273842,-0.680632,0,-0.241132,-0.651768,0,-0.224445,-0.826721,0,-0.320381,-0.866433,0
139 198 -0.224445,-0.826721,0,-0.223483,-0.832972,0,-0.24705,-1.00552,0,-0.281418,-0.959337,0,-0.320381,-0.866433,0
138 198 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.09692,0,1.17982,-0.834011,0
137 198 1.15988,-1.09692,0,0.999999,-1.14149,0,0.973021,-1.11757,0,0.898925,-0.615589,0,1.17982,-0.834011,0
136 198 0.156727,-0.480547,0,0.249859,-0.528673,0,0.259669,-0.546158,0,0.24459,-0.636107,0,0.138663,-0.615448,0
135 198 0.24459,-0.636107,0,0.245537,-0.705742,0,0.234203,-0.811394,0,0.136321,-0.759273,0,0.13479,-0.63324,0,0.138663,-0.615448,0
134 198 0.136321,-0.759273,0,0.127699,-0.759959,0,0.016277,-0.749629,0,0.00883722,-0.695878,0,0.010879,-0.626719,0,0.13479,-0.63324,0
133 198 0.010879,-0.626719,0,0,-0.51324,0,0.127844,-0.456842,0,0.156727,-0.480547,0,0.138663,-0.615448,0,0.13479,-0.63324,0
132 198 -0.108028,-0.638976,0,-0.0866625,-0.5098,0,0,-0.51324,0,0.010879,-0.626719,0,0.00883722,-0.695878,0,-0.103641,-0.706918,0
131 198 0.00883722,-0.695878,0,0.016277,-0.749629,0,0.00821838,-0.829542,0,-0.0998624,-0.805382,0,-0.109472,-0.801222,0,-0.103641,-0.706918,0
130 198 -0.240101,-0.539342,0,-0.148956,-0.48206,0,-0.0866625,-0.5098,0,-0.108028,-0.638976,0,-0.239345,-0.633432,0
129 198 -0.108028,-0.638976,0,-0.103641,-0.706918,0,-0.109472,-0.801222,0,-0.223483,-0.832972,0,-0.224445,-0.826721,0,-0.241132,-0.651768,0,-0.239345,-0.633432,0
128 198 0.00635374,-1.06583,0,0.0106671,-1.10574,0,0,-1.33,0,-0.11443,-1.33,0,-0.0932467,-1.04726,0
127 198 -0.11443,-1.33,0,-0.257586,-1.33,0,-0.261498,-1.12829,0,-0.243811,-1.04737,0,-0.122094,-1.03338,0,-0.0932467,-1.04726,0
126 198 0.75002,-1.03882,0,0.723349,-1.33,0,0.5,-1.33,0,0.478702,-1.14623,0,0.483048,-1.10338,0,0.704085,-0.988279,0
125 198 0.483048,-1.10338,0,0.47344,-1.06565,0,0.485125,-0.936927,0,0.494324,-0.809069,0,0.5,-0.782619,0,0.635656,-0.859571,0,0.704085,-0.988279,0
124 198 0.243773,-1.1591,0,0.242424,-1.33,0,0,-1.33,0,0.0106671,-1.10574,0,0.234184,-1.11345,0
123 198 0.0106671,-1.10574,0,0.00635374,-1.06583,0,0.0198354,-0.986255,0,0.125337,-0.976264,0,0.230049,-1.00367,0,0.23993,-1.06905,0,0.234184,-1.11345,0
122 198 0.00821838,-0.829542,0,0.0198354,-0.986255,0,0.00635374,-1.06583,0,-0.0932467,-1.04726,0,-0.122094,-1.03338,0,-0.0998624,-0.805382,0
121 198 -0.122094,-1.03338,0,-0.243811,-1.04737,0,-0.24705,-1.00552,0,-0.223483,-0.832972,0,-0.109472,-0.801222,0,-0.0998624,-0.805382,0
120 198 0.0198354,-0.986255,0,0.00821838,-0.829542,0,0.016277,-0.749629,0,0.127699,-0.759959,0,0.125337,-0.976264,0
119 198 0.127699,-0.759959,0,0.136321,-0.759273,0,0.234203,-0.811394,0,0.241248,-0.889391,0,0.230049,-1.00367,0,0.125337,-0.976264,0
118 198 0.5,-0.782619,0,0.368375,-0.638078,0,0.33666,-0.589746,0,0.339469,-0.519101,0,0.463065,-0.518816,0
117 198 0.339469,-0.519101,0,0.334501,-0.485502,0,0.330908,-0.416944,0,0.333948,-0.32197,0,0.457326,-0.350933,0,0.472425,-0.431295,0,0.463065,-0.518816,0
116 198 -0.354787,-0.597128,0,-0.425201,-0.719813,0,-0.5,-0.786121,0,-0.488229,-0.583431,0,-0.357197,-0.571011,0
115 198 -0.488229,-0.583431,0,-0.488864,-0.540047,0,-0.46165,-0.418279,0,-0.357158,-0.393047,0,-0.357197,-0.571011,0
114 198 -0.236233,-0.396463,0,-0.249844,-0.534217,0,-0.336016,-0.587916,0,-0.354787,-0.597128,0,-0.357197,-0.571011,0,-0.357158,-0.393047,0,-0.355382,-0.379223,0,-0.237257,-0.378991,0
111 198 -0.149408,-0.39305,0,-0.146916,-0.415045,0,-0.148956,-0.48206,0,-0.240101,-0.539342,0,-0.249844,-0.534217,0,-0.236233,-0.396463,0
109 198 0.245091,-0.408667,0,0.238124,-0.345377,0,0.238888,-0.258953,0,0.331398,-0.287917,0,0.333948,-0.32197,0,0.330908,-0.416944,0
108 198 -0.429956,-0.0113274,0,-0.350618,0.0771109,0,-0.344284,0.0342764,0,-0.342298,-0.0702586,0,-0.343838,-0.141608,0,-0.349261,-0.178089,0,-0.437441,-0.185205,0
107 198 -0.349261,-0.178089,0,-0.347427,-0.25666,0,-0.346486,-0.299195,0,-0.355382,-0.379223,0,-0.357158,-0.393047,0,-0.46165,-0.418279,0,-0.462069,-0.394929,0,-0.437441,-0.185205,0
104 198 0.457326,-0.350933,0,0.333948,-0.32197,0,0.331398,-0.287917,0,0.331171,-0.169489,0,0.33197,-0.159166,0,0.435763,-0.166416,0
103 198 0.33197,-0.159166,0,0.325068,-0.0818433,0,0.326203,0.03917,0,0.333303,0.0941909,0,0.429956,-0.0130785,0,0.435763,-0.166416,0
86 198 -0.85992,-0.571117,0,-0.904115,-0.682887,0,-0.992675,-0.908614,0,-1.14371,-0.95938,0,-1.13403,-0.804477,0
85 198 -1.14371,-0.95938,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.13403,-0.804477,0
78 198 -0.780435,-0.799741,0,-0.979552,-0.911456,0,-0.992675,-0.908614,0,-0.904115,-0.682887,0,-0.769573,-0.71283,0
77 198 -0.904115,-0.682887,0,-0.85992,-0.571117,0,-0.692962,-0.368659,0,-0.724387,-0.558206,0,-0.769573,-0.71283,0
62 198 0.898925,-0.615589,0,0.973021,-1.11757,0,0.75002,-1.03882,0,0.704085,-0.988279,0,0.635656,-0.859571,0,0.677836,-0.471636,0,0.698554,-0.379274,0
60 198 0.973021,-1.11757,0,0.999999,-1.14149,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.03882,0
13 198 -0.966205,-1.01904,0,-1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14371,-0.95938,0,-0.992675,-0.908614,0,-0.979552,-0.911456,0
10 198 1.15988,-1.09692,0,1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.14149,0
208 199 -0.148956,-0.478977,0,-0.240101,-0.53655,0,-0.249843,-0.531415,0,-0.23794,-0.452371,0,-0.149634,-0.461748,0
207 199 -0.23794,-0.452371,0,-0.236228,-0.393133,0,-0.149407,-0.389631,0,-0.146915,-0.411708,0,-0.149634,-0.461748,0
206 199 0.324959,-0.0773236,0,0.228486,-0.0609482,0,0.222041,0.00385612,0,0.224348,0.0476231,0,0.326029,0.0441964,0
205 199 0.224348,0.0476231,0,0.219211,0.113958,0,0.228001,0.199714,0,0.333079,0.0994453,0,0.326029,0.0441964,0
204 199 -0.347366,-0.252882,0,-0.236283,-0.21543,0,-0.235308,-0.243131,0,-0.235915,-0.299242,0,-0.34644,-0.295587,0
203 199 -0.235915,-0.299242,0,-0.233068,-0.324879,0,-0.23725,-0.375595,0,-0.355353,-0.375937,0,-0.34644,-0.295587,0
202 199 -0.235915,-0.299242,0,-0.235308,-0.243131,0,-0.155075,-0.227157,0,-0.144635,-0.325237,0,-0.144824,-0.326589,0,-0.233068,-0.324879,0
201 199 -0.144824,-0.326589,0,-0.149407,-0.389631,0,-0.236228,-0.393133,0,-0.23725,-0.375595,0,-0.233068,-0.324879,0
200 199 -0.224418,0.0450257,0,-0.230198,-0.0430598,0,-0.342162,-0.0657094,0,-0.344082,0.039266,0,-0.224644,0.0469968,0
199 199 -0.344082,0.039266,0,-0.350372,0.0822782,0,-0.228014,0.200202,0,-0.224644,0.0469968,0
198 199 0,-0.51016,0,-0.0866625,-0.506771,0,-0.148956,-0.478977,0,-0.149634,-0.461748,0,-0.146915,-0.411708,0,-0.00193197,-0.413558,0
197 199 -0.146915,-0.411708,0,-0.149407,-0.389631,0,-0.144824,-0.326589,0,-0.144635,-0.325237,0,0.00672584,-0.32536,0,0.00819603,-0.35238,0,-0.00193197,-0.413558,0
196 199 0.244709,-0.41461,0,0.245086,-0.405382,0,0.330893,-0.413769,0,0.334494,-0.482589,0,0.25052,-0.489747,0
195 199 0.334494,-0.482589,0,0.339464,-0.516318,0,0.336659,-0.587216,0,0.259668,-0.5434,0,0.249858,-0.525842,0,0.25052,-0.489747,0
194 199 -0.979523,-0.910712,0,-0.78041,-0.798426,0,-0.746748,-0.811585,0,-0.713766,-1.02424,0,-0.722294,-1.04798,0,-0.966205,-1.01849,0
193 199 -0.722294,-1.04798,0,-0.765,-1.33,0,-1.00913,-1.33,0,-0.966205,-1.01849,0
192 199 -0.257586,-1.33,0,-0.5,-1.33,0,-0.467574,-1.10772,0,-0.261498,-1.12762,0
191 199 -0.467574,-1.10772,0,-0.4702,-1.05372,0,-0.281418,-0.958075,0,-0.24705,-1.00441,0,-0.243811,-1.04641,0,-0.261498,-1.12762,0
190 199 0.331357,-0.284241,0,0.238871,-0.255081,0,0.237382,-0.245998,0,0.231072,-0.163344,0,0.331092,-0.165336,0
189 199 0.231072,-0.163344,0,0.23009,-0.157001,0,0.227731,-0.0769949,0,0.228486,-0.0609482,0,0.324959,-0.0773236,0,0.331887,-0.154971,0,0.331092,-0.165336,0
188 199 0.0151501,-0.144833,0,0.0185858,-0.112463,0,0.135643,-0.127123,0,0.13637,-0.134893,0,0.131338,-0.189154,0,0.0163976,-0.186707,0
187 199 0.131338,-0.189154,0,0.135631,-0.248254,0,0.134077,-0.265285,0,0.0176171,-0.253008,0,0.0125185,-0.217843,0,0.0163976,-0.186707,0
186 199 0.132915,-0.359673,0,0.138506,-0.328544,0,0.238116,-0.341843,0,0.245086,-0.405382,0,0.244709,-0.41461,0,0.133555,-0.412072,0
185 199 0.244709,-0.41461,0,0.25052,-0.489747,0,0.249858,-0.525842,0,0.156727,-0.47746,0,0.127844,-0.453643,0,0.133555,-0.412072,0
184 199 0.00241713,0.0154134,0,0.00444613,0.0527435,0,0.128194,0.0515621,0,0.13462,0.00628138,0,0.133395,-0.0223459,0,0.0133561,-0.0342031,0
183 199 0.133395,-0.0223459,0,0.138443,-0.0795489,0,0.135643,-0.127123,0,0.0185858,-0.112463,0,0.0133561,-0.0342031,0
182 199 0.0176171,-0.253008,0,0.00672584,-0.32536,0,-0.144635,-0.325237,0,-0.155075,-0.227157,0,-0.152678,-0.214889,0,0.0125185,-0.217843,0
181 199 -0.152678,-0.214889,0,-0.150463,-0.165953,0,-0.148069,-0.150079,0,-0.0651524,-0.137898,0,0.0151501,-0.144833,0,0.0163976,-0.186707,0,0.0125185,-0.217843,0
180 199 -0.342162,-0.0657094,0,-0.230198,-0.0430598,0,-0.228493,-0.0714644,0,-0.230843,-0.142215,0,-0.343735,-0.137357,0
179 199 -0.230843,-0.142215,0,-0.229803,-0.157862,0,-0.236283,-0.21543,0,-0.347366,-0.252882,0,-0.349169,-0.173993,0,-0.343735,-0.137357,0
178 199 -0.148069,-0.150079,0,-0.149657,-0.0627947,0,-0.142633,0.00204455,0,-0.0701849,0.000749705,0,-0.0651524,-0.137898,0
177 199 -0.0701849,0.000749705,0,0.00241713,0.0154134,0,0.0133561,-0.0342031,0,0.0185858,-0.112463,0,0.0151501,-0.144833,0,-0.0651524,-0.137898,0
176 199 0.11292,0.151116,0,0.115093,0.251741,0,0.228001,0.199714,0,0.219211,0.113958,0,0.122671,0.108908,0
175 199 0.219211,0.113958,0,0.224348,0.0476231,0,0.222041,0.00385612,0,0.13462,0.00628138,0,0.128194,0.0515621,0,0.122671,0.108908,0
174 199 0.238871,-0.255081,0,0.238116,-0.341843,0,0.138506,-0.328544,0,0.134077,-0.265285,0,0.135631,-0.248254,0,0.237382,-0.245998,0
173 199 0.135631,-0.248254,0,0.131338,-0.189154,0,0.13637,-0.134893,0,0.23009,-0.157001,0,0.231072,-0.163344,0,0.237382,-0.245998,0
172 199 0.133555,-0.412072,0,0.127844,-0.453643,0,0,-0.51016,0,-0.00193197,-0.413558,0,0.00819603,-0.35238,0,0.132915,-0.359673,0
171 199 0.00819603,-0.35238,0,0.00672584,-0.32536,0,0.0176171,-0.253008,0,0.134077,-0.265285,0,0.138506,-0.328544,0,0.132915,-0.359673,0
170 199 0.133395,-0.0223459,0,0.13462,0.00628138,0,0.222041,0.00385612,0,0.228486,-0.0609482,0,0.227731,-0.0769949,0,0.138443,-0.0795489,0
169 199 0.227731,-0.0769949,0,0.23009,-0.157001,0,0.13637,-0.134893,0,0.135643,-0.127123,0,0.138443,-0.0795489,0
168 199 0.122671,0.108908,0,0.128194,0.0515621,0,0.00444613,0.0527435,0,-0.00199685,0.10521,0,0.00178475,0.146025,0,0.11292,0.151116,0
167 199 0.00178475,0.146025,0,0,0.27968,0,0.115093,0.251741,0,0.11292,0.151116,0
166 199 0.00444613,0.0527435,0,0.00241713,0.0154134,0,-0.0701849,0.000749705,0,-0.142633,0.00204455,0,-0.144337,0.0441113,0,-0.136058,0.107216,0,-0.00199685,0.10521,0
165 199 -0.136058,0.107216,0,-0.137912,0.243203,0,0,0.27968,0,0.00178475,0.146025,0,-0.00199685,0.10521,0
164 199 -0.152678,-0.214889,0,-0.155075,-0.227157,0,-0.235308,-0.243131,0,-0.236283,-0.21543,0,-0.229803,-0.157862,0,-0.150463,-0.165953,0
163 199 -0.229803,-0.157862,0,-0.230843,-0.142215,0,-0.228493,-0.0714644,0,-0.149657,-0.0627947,0,-0.148069,-0.150079,0,-0.150463,-0.165953,0
162 199 0.5,-1.33,0,0.242424,-1.33,0,0.243773,-1.15853,0,0.478702,-1.14569,0
161 199 0.243773,-1.15853,0,0.234184,-1.11272,0,0.23993,-1.06816,0,0.324354,-1.05601,0,0.47344,-1.06485,0,0.483048,-1.1027,0,0.478702,-1.14569,0
160 199 0.23993,-1.06816,0,0.230049,-1.00255,0,0.241248,-0.887858,0,0.315942,-0.886928,0,0.337289,-0.895859,0,0.324354,-1.05601,0
159 199 0.337289,-0.895859,0,0.485125,-0.935706,0,0.47344,-1.06485,0,0.324354,-1.05601,0
158 199 -0.142633,0.00204455,0,-0.149657,-0.0627947,0,-0.228493,-0.0714644,0,-0.230198,-0.0430598,0,-0.224418,0.0450257,0,-0.144337,0.0441113,0
157 199 -0.224418,0.0450257,0,-0.224644,0.0469968,0,-0.228014,0.200202,0,-0.137912,0.243203,0,-0.136058,0.107216,0,-0.144337,0.0441113,0
156 199 -0.320381,-0.864858,0,-0.281418,-0.958075,0,-0.4702,-1.05372,0,-0.483075,-1.00637,0,-0.479838,-0.908919,0,-0.330654,-0.85162,0
155 199 -0.479838,-0.908919,0,-0.5,-0.784427,0,-0.425201,-0.717827,0,-0.369758,-0.783163,0,-0.330654,-0.85162,0
154 199 0.485125,-0.935706,0,0.337289,-0.895859,0,0.315942,-0.886928,0,0.340056,-0.782496,0,0.494324,-0.807435,0
153 199 0.340056,-0.782496,0,0.34328,-0.723697,0,0.368375,-0.63575,0,0.5,-0.780907,0,0.494324,-0.807435,0
152 199 -0.249843,-0.531415,0,-0.240101,-0.53655,0,-0.239345,-0.630976,0,-0.241132,-0.649377,0,-0.273842,-0.67837,0,-0.336015,-0.585388,0
151 199 -0.273842,-0.67837,0,-0.369758,-0.783163,0,-0.425201,-0.717827,0,-0.354785,-0.594652,0,-0.336015,-0.585388,0
150 199 0.457232,-0.347629,0,0.435562,-0.16235,0,0.4296,-0.00837332,0,0.697899,-0.376428,0,0.677542,-0.469069,0,0.472363,-0.428318,0
149 199 0.677542,-0.469069,0,0.635656,-0.858238,0,0.5,-0.780907,0,0.46304,-0.516156,0,0.472363,-0.428318,0
148 199 0.24459,-0.633661,0,0.259668,-0.5434,0,0.336659,-0.587216,0,0.368375,-0.63575,0,0.34328,-0.723697,0,0.245537,-0.703544,0
147 199 0.34328,-0.723697,0,0.340056,-0.782496,0,0.315942,-0.886928,0,0.241248,-0.887858,0,0.234203,-0.809572,0,0.245537,-0.703544,0
146 199 -0.746748,-0.811585,0,-0.641965,-0.781353,0,-0.5,-0.784427,0,-0.479838,-0.908919,0,-0.483075,-1.00637,0,-0.713766,-1.02424,0
145 199 -0.483075,-1.00637,0,-0.4702,-1.05372,0,-0.467574,-1.10772,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.04798,0,-0.713766,-1.02424,0
144 199 -0.488834,-0.537507,0,-0.488211,-0.581046,0,-0.5,-0.784427,0,-0.641965,-0.781353,0,-0.643734,-0.565372,0
143 199 -0.641965,-0.781353,0,-0.746748,-0.811585,0,-0.78041,-0.798426,0,-0.769487,-0.711235,0,-0.724143,-0.556025,0,-0.643734,-0.565372,0
142 199 -0.4296,-0.00661333,0,-0.43725,-0.181222,0,-0.461991,-0.391812,0,-0.632292,-0.284511,0
141 199 -0.461991,-0.391812,0,-0.461584,-0.415252,0,-0.488834,-0.537507,0,-0.643734,-0.565372,0,-0.724143,-0.556025,0,-0.692311,-0.365759,0,-0.632292,-0.284511,0
140 199 -0.330654,-0.85162,0,-0.369758,-0.783163,0,-0.273842,-0.67837,0,-0.241132,-0.649377,0,-0.224445,-0.824946,0,-0.320381,-0.864858,0
139 199 -0.224445,-0.824946,0,-0.223483,-0.831219,0,-0.24705,-1.00441,0,-0.281418,-0.958075,0,-0.320381,-0.864858,0
138 199 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.0967,0,1.17931,-0.833473,0
137 199 1.15988,-1.0967,0,0.999999,-1.1412,0,0.973021,-1.11721,0,0.898217,-0.613942,0,1.17931,-0.833473,0
136 199 0.156727,-0.47746,0,0.249858,-0.525842,0,0.259668,-0.5434,0,0.24459,-0.633661,0,0.138663,-0.612843,0
135 199 0.24459,-0.633661,0,0.245537,-0.703544,0,0.234203,-0.809572,0,0.136321,-0.7572,0,0.13479,-0.630697,0,0.138663,-0.612843,0
134 199 0.136321,-0.7572,0,0.127699,-0.757884,0,0.016277,-0.747456,0,0.00883722,-0.693494,0,0.010879,-0.624072,0,0.13479,-0.630697,0
133 199 0.010879,-0.624072,0,0,-0.51016,0,0.127844,-0.453643,0,0.156727,-0.47746,0,0.138663,-0.612843,0,0.13479,-0.630697,0
132 199 -0.108028,-0.636436,0,-0.0866625,-0.506771,0,0,-0.51016,0,0.010879,-0.624072,0,0.00883722,-0.693494,0,-0.103641,-0.704628,0
131 199 0.00883722,-0.693494,0,0.016277,-0.747456,0,0.00821838,-0.827674,0,-0.0998624,-0.803462,0,-0.109472,-0.799291,0,-0.103641,-0.704628,0
130 199 -0.240101,-0.53655,0,-0.148956,-0.478977,0,-0.0866625,-0.506771,0,-0.108028,-0.636436,0,-0.239345,-0.630976,0
129 199 -0.108028,-0.636436,0,-0.103641,-0.704628,0,-0.109472,-0.799291,0,-0.223483,-0.831219,0,-0.224445,-0.824946,0,-0.241132,-0.649377,0,-0.239345,-0.630976,0
128 199 0.00635374,-1.06487,0,0.0106671,-1.10493,0,0,-1.33,0,-0.11443,-1.33,0,-0.0932467,-1.04625,0
127 199 -0.11443,-1.33,0,-0.257586,-1.33,0,-0.261498,-1.12762,0,-0.243811,-1.04641,0,-0.122094,-1.03232,0,-0.0932467,-1.04625,0
126 199 0.75002,-1.03811,0,0.723349,-1.33,0,0.5,-1.33,0,0.478702,-1.14569,0,0.483048,-1.1027,0,0.704085,-0.987384,0
125 199 0.483048,-1.1027,0,0.47344,-1.06485,0,0.485125,-0.935706,0,0.494324,-0.807435,0,0.5,-0.780907,0,0.635656,-0.858238,0,0.704085,-0.987384,0
124 199 0.243773,-1.15853,0,0.242424,-1.33,0,0,-1.33,0,0.0106671,-1.10493,0,0.234184,-1.11272,0
123 199 0.0106671,-1.10493,0,0.00635374,-1.06487,0,0.0198354,-0.984995,0,0.125337,-0.975002,0,0.230049,-1.00255,0,0.23993,-1.06816,0,0.234184,-1.11272,0
122 199 0.00821838,-0.827674,0,0.0198354,-0.984995,0,0.00635374,-1.06487,0,-0.0932467,-1.04625,0,-0.122094,-1.03232,0,-0.0998624,-0.803462,0
121 199 -0.122094,-1.03232,0,-0.243811,-1.04641,0,-0.24705,-1.00441,0,-0.223483,-0.831219,0,-0.109472,-0.799291,0,-0.0998624,-0.803462,0
120 199 0.0198354,-0.984995,0,0.00821838,-0.827674,0,0.016277,-0.747456,0,0.127699,-0.757884,0,0.125337,-0.975002,0
119 199 0.127699,-0.757884,0,0.136321,-0.7572,0,0.234203,-0.809572,0,0.241248,-0.887858,0,0.230049,-1.00255,0,0.125337,-0.975002,0
118 199 0.5,-0.780907,0,0.368375,-0.63575,0,0.336659,-0.587216,0,0.339464,-0.516318,0,0.46304,-0.516156,0
117 199 0.339464,-0.516318,0,0.334494,-0.482589,0,0.330893,-0.413769,0,0.333914,-0.31843,0,0.457232,-0.347629,0,0.472363,-0.428318,0,0.46304,-0.516156,0
116 199 -0.354785,-0.594652,0,-0.425201,-0.717827,0,-0.5,-0.784427,0,-0.488211,-0.581046,0,-0.357194,-0.568444,0
115 199 -0.488211,-0.581046,0,-0.488834,-0.537507,0,-0.461584,-0.415252,0,-0.357131,-0.389817,0,-0.357194,-0.568444,0
114 199 -0.236228,-0.393133,0,-0.23794,-0.452371,0,-0.249843,-0.531415,0,-0.336015,-0.585388,0,-0.354785,-0.594652,0,-0.357194,-0.568444,0,-0.357131,-0.389817,0,-0.355353,-0.375937,0,-0.23725,-0.375595,0
109 199 0.245086,-0.405382,0,0.238116,-0.341843,0,0.238871,-0.255081,0,0.331357,-0.284241,0,0.333914,-0.31843,0,0.330893,-0.413769,0
108 199 -0.4296,-0.00661333,0,-0.350372,0.0822782,0,-0.344082,0.039266,0,-0.342162,-0.0657094,0,-0.343735,-0.137357,0,-0.349169,-0.173993,0,-0.43725,-0.181222,0
107 199 -0.349169,-0.173993,0,-0.347366,-0.252882,0,-0.34644,-0.295587,0,-0.355353,-0.375937,0,-0.357131,-0.389817,0,-0.461584,-0.415252,0,-0.461991,-0.391812,0,-0.43725,-0.181222,0
104 199 0.457232,-0.347629,0,0.333914,-0.31843,0,0.331357,-0.284241,0,0.331092,-0.165336,0,0.331887,-0.154971,0,0.435562,-0.16235,0
103 199 0.331887,-0.154971,0,0.324959,-0.0773236,0,0.326029,0.0441964,0,0.333079,0.0994453,0,0.4296,-0.00837332,0,0.435562,-0.16235,0
86 199 -0.859209,-0.569245,0,-0.903724,-0.681417,0,-0.992637,-0.907884,0,-1.14365,-0.95897,0,-1.13347,-0.803789,0
85 199 -1.14365,-0.95897,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.13347,-0.803789,0
78 199 -0.78041,-0.798426,0,-0.979523,-0.910712,0,-0.992637,-0.907884,0,-0.903724,-0.681417,0,-0.769487,-0.711235,0
77 199 -0.903724,-0.681417,0,-0.859209,-0.569245,0,-0.692311,-0.365759,0,-0.724143,-0.556025,0,-0.769487,-0.711235,0
62 199 0.898217,-0.613942,0,0.973021,-1.11721,0,0.75002,-1.03811,0,0.704085,-0.987384,0,0.635656,-0.858238,0,0.677542,-0.469069,0,0.697899,-0.376428,0
60 199 0.973021,-1.11721,0,0.999999,-1.1412,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.03811,0
13 199 -0.966205,-1.01849,0,-1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14365,-0.95897,0,-0.992637,-0.907884,0,-0.979523,-0.910712,0
10 199 1.15988,-1.0967,0,1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.1412,0
212 200 0.330878,-0.410595,0,0.245081,-0.402098,0,0.238107,-0.338309,0,0.238691,-0.330901,0,0.331826,-0.334897,0
211 200 0.238691,-0.330901,0,0.238854,-0.251208,0,0.331316,-0.280564,0,0.333881,-0.31489,0,0.331826,-0.334897,0
210 200 -0.357104,-0.386587,0,-0.355323,-0.372652,0,-0.237244,-0.372199,0,-0.236223,-0.389803,0,-0.237937,-0.449266,0,-0.244435,-0.47706,0,-0.350365,-0.466206,0
209 200 -0.244435,-0.47706,0,-0.249842,-0.528613,0,-0.336013,-0.582861,0,-0.354784,-0.592175,0,-0.357191,-0.565877,0,-0.350365,-0.466206,0
208 200 -0.148956,-0.475895,0,-0.2401,-0.533757,0,-0.249842,-0.528613,0,-0.244435,-0.47706,0,-0.237937,-0.449266,0,-0.149633,-0.458601,0
207 200 -0.237937,-0.449266,0,-0.236223,-0.389803,0,-0.149406,-0.386213,0,-0.146915,-0.408371,0,-0.149633,-0.458601,0
206 200 0.32485,-0.0728039,0,0.228442,-0.0562847,0,0.221988,0.00879159,0,0.224284,0.0527391,0,0.325855,0.0492228,0
205 200 0.224284,0.0527391,0,0.219134,0.119356,0,0.227889,0.20547,0,0.332855,0.1047,0,0.325855,0.0492228,0
204 200 -0.347306,-0.249105,0,-0.236261,-0.211405,0,-0.23529,-0.239216,0,-0.235902,-0.295549,0,-0.346393,-0.291979,0
203 200 -0.235902,-0.295549,0,-0.233058,-0.321284,0,-0.237244,-0.372199,0,-0.355323,-0.372652,0,-0.346393,-0.291979,0
202 200 -0.235902,-0.295549,0,-0.23529,-0.239216,0,-0.155069,-0.223113,0,-0.144632,-0.321568,0,-0.144821,-0.322925,0,-0.233058,-0.321284,0
201 200 -0.144821,-0.322925,0,-0.149406,-0.386213,0,-0.236223,-0.389803,0,-0.237244,-0.372199,0,-0.233058,-0.321284,0
200 200 -0.224353,0.0501279,0,-0.230149,-0.0383287,0,-0.342026,-0.0611602,0,-0.34388,0.0442556,0,-0.224579,0.0521071,0
199 200 -0.34388,0.0442556,0,-0.350126,0.0874456,0,-0.227903,0.205961,0,-0.224579,0.0521071,0
